movimentacao_id,numero_processo,data_movimentacao,tipo_ato,advogado_responsavel,descricao,prazo_gerado,concluido
238,6663627-76.2023.9.26.5770,09/06/23,laudo pericial,Dra. Fontes,audiência marcada para 2026-08-07,,
239,5035093-45.2021.1.27.3097,02/02/2025,petição inicial,Dra. Cavalcante,prazo para recurso: 21 dias úteis a contar da intimação,,S
240,6334947-38.2020.4.71.6173,18 de março de 2019,habilitação,Dra Fontes,,,não
241,6528202-89.2025.3.17.9496,25/04/2020,despacho,DRA. CAVALCANTE,juntada de documentos realizada,21 de dezembro de 2026,1
242,6686912-30.2025.4.68.7078,26/09/23,embargos de declaração,dr. melo,aguardando manifestação da parte contrária,,não
243,9252661-70.2020.1.46.1185,2024-11-05,habilitação,Dr. Barros,audiência marcada para 07/07/26,,
244,7948577-74.2025.1.60.7583,04/10/2021,petição inicial,DRA. CAVALCANTE,Prazo fatal: 15/02/2026,11/10/26,não
245,8936104-83.2022.1.39.7934,26 de junho de 2020,intimação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,06/07/26,1
246,9110060-16.2025.2.29.4716,11/02/2020,petição inicial,Dra Fontes,,,sim
247,7222167-30.2022.8.44.7452,18/08/22,agravo regimental,Dr. Barros,Prazo fatal: 19/01/2026,,1
248,2267110-24.2021.5.78.6025,22/05/20,sentença,Dra. Cavalcante,prazo para recurso: 10 dias úteis a contar da intimação,,não
249,2884639-86.2023.2.31.8737,2022-10-09,contestação,Dr. Melo,audiência marcada para 22 de setembro de 2026,26 de abril de 2026,1
250,8129073-22.2024.4.16.9656,2022-01-19,habilitação,Dr. Barros,documentos pendentes de entrega pelo cliente,,S
251,6011987-71.2020.8.10.4396,03/06/23,memoriais,DRA. CAVALCANTE,juntada de documentos realizada,,sim
252,9835331-11.2022.6.15.8602,2024-05-19,petição inicial,Dra. Cavalcante,aguardando manifestação da parte contrária,,não
253,1101935-78.2023.5.88.5299,2019-06-12,citação,Dr. Barros,,2026-07-17,não
254,9057960-29.2025.5.10.6072,07/03/2020,citação,DRA. CAVALCANTE,juntada de documentos realizada,12 de abril de 2026,N
255,4687348-31.2023.1.92.6907,27/02/2022,habilitação,Dr. Barros,audiência marcada para 2026-10-06,,N
256,5518767-82.2023.4.96.9873,14 de agosto de 2023,embargos de declaração,Dra Fontes,juntada de documentos realizada,,1
257,6053412-12.2021.6.72.8346,2025-01-29,contestação,Dr. Melo,Prazo fatal: 2026-01-05,,0
258,4092125-65.2025.3.26.9073,29/08/24,acordo extrajudicial,DRA. CAVALCANTE,diligência externa necessária,02/07/26,
259,7236875-79.2024.7.97.5566,22 de janeiro de 2025,laudo pericial,Dr. Barros,,,S
260,1714231-74.2025.9.71.1697,23/05/23,despacho,Dra Fontes,,2026-06-05,N
261,3922248-27.2025.1.42.4047,2025-03-26,despacho,Dr. Barros,audiência marcada para 2026-07-23,,0
262,2294596-63.2020.6.38.9193,16 de maio de 2020,memoriais,Dr. Barros,audiência marcada para 19/07/2026,26/01/2026,0
263,6686912-30.2025.4.68.7078,27 de fevereiro de 2025,audiência de instrução,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,não
264,7486029-45.2024.4.25.3159,29/03/2025,acordo extrajudicial,Dr. Barros,prazo para recurso: 28 dias úteis a contar da intimação,,não
265,6836135-90.2022.9.37.5643,2023-07-21,laudo pericial,DRA. CAVALCANTE,prazo para recurso: 8 dias úteis a contar da intimação,,N
266,6414076-16.2021.7.78.8273,26/01/22,agravo regimental,Dra. Cavalcante,,,N
267,7916680-90.2022.1.67.1785,6 de fevereiro de 2026,contestação,Dra. Fontes,juntada de documentos realizada,19/02/26,sim
268,9408522-77.2021.3.36.8376,19/04/2023,recurso de apelação,Dr. Melo,prazo para recurso: 17 dias úteis a contar da intimação,15 de março de 2026,sim
269,3710559-31.2020.9.95.2540,8 de abril de 2019,despacho,Dr. Melo,aguardando manifestação da parte contrária,,N
270,8220628-15.2021.8.54.9077,9 de outubro de 2025,despacho,Dra. Cavalcante,,,1
271,1024421-54.2022.9.20.2563,2025-11-02,sentença,Dr. Barros,aguardando manifestação da parte contrária,,
272,7687292-20.2021.4.85.7539,19/12/2025,embargos de declaração,Dr. Melo,prazo para recurso: 11 dias úteis a contar da intimação,,S
273,1116024-57.2025.8.16.4043,14/02/2026,acordo extrajudicial,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,
274,3401866-56.2021.1.87.5297,28/07/22,recurso de apelação,Dra Fontes,prazo para recurso: 6 dias úteis a contar da intimação,,não
275,2884639-86.2023.2.31.8737,2019-12-20,agravo regimental,Dra. Cavalcante,juntada de documentos realizada,23 de julho de 2026,não
276,4064382-39.2022.4.13.8937,2023-11-11,recurso de apelação,Dr. Melo,aguardando manifestação da parte contrária,28/05/26,não
277,6053412-12.2021.6.72.8346,21/08/25,citação,Dr. Melo,diligência externa necessária,,não
278,5239450-56.2022.7.99.2371,2024-07-17,réplica,Dr. Melo,prazo para recurso: 8 dias úteis a contar da intimação,,N
279,1602496-64.2022.5.79.8340,26/01/21,memoriais,Dra. Fontes,diligência externa necessária,,0
280,2842764-33.2025.7.99.7279,29/05/2024,audiência de instrução,Dra. Cavalcante,Prazo fatal: 2026-03-13,,S
281,6865513-17.2021.7.21.3938,18/05/23,laudo pericial,Dra Fontes,aguardando manifestação da parte contrária,,não
282,5788467-41.2023.8.93.8134,28/04/26,intimação,Dra. Cavalcante,audiência marcada para 2026-07-09,11/04/26,0
283,9666878-83.2023.6.29.9905,11/01/22,memoriais,DRA. CAVALCANTE,,,não
284,9822459-92.2024.8.17.6403,2024-09-14,intimação,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,1
285,7274275-74.2020.1.22.9780,14 de abril de 2022,citação,Dr. Barros,juntada de documentos realizada,,S
286,4085001-92.2022.6.76.8938,24/07/23,audiência de instrução,dr. melo,aguardando manifestação da parte contrária,,
287,6339266-27.2025.5.15.6766,18/11/2024,audiência de instrução,Dra. Fontes,aguardando manifestação da parte contrária,,0
288,7223110-52.2024.2.44.8994,12/07/25,sentença,Dr. Barros,juntada de documentos realizada,,S
289,7398699-88.2025.6.55.3587,19/08/2022,réplica,DRA. CAVALCANTE,Prazo fatal: 2026-05-23,,1
290,5788467-41.2023.8.93.8134,20 de fevereiro de 2021,audiência de instrução,Dra Fontes,juntada de documentos realizada,,N
291,1438459-62.2020.7.78.3410,10 de julho de 2025,audiência de instrução,DRA. CAVALCANTE,Prazo fatal: 18/07/26,,0
292,3505690-87.2020.8.52.6260,2025-11-20,acordo extrajudicial,Dr. Barros,diligência externa necessária,,não
293,2292432-35.2025.5.83.7063,2026-02-15,contestação,Dr. Barros,diligência externa necessária,,1
294,2019436-32.2020.6.16.9856,2024-07-17,citação,Dr. Barros,diligência externa necessária,15 de abril de 2026,0
295,5638123-23.2024.7.30.5009,28/07/22,agravo regimental,dr. melo,diligência externa necessária,23 de julho de 2026,N
296,3401866-56.2021.1.87.5297,24/07/2025,réplica,dr. melo,prazo para recurso: 30 dias úteis a contar da intimação,,sim
297,7141324-67.2025.3.86.3413,10/11/2025,acordo extrajudicial,Dra. Fontes,audiência marcada para 12/09/2026,,1
298,9824532-76.2023.6.37.2040,15/03/21,embargos de declaração,dr. melo,juntada de documentos realizada,,1
299,1633270-27.2024.2.52.7034,2025-11-04,citação,Dr. Barros,documentos pendentes de entrega pelo cliente,04/02/26,1
300,2909764-51.2025.7.78.2223,2023-02-08,réplica,dr. melo,diligência externa necessária,03/08/26,
301,5850223-43.2020.3.81.3185,11/02/2022,agravo regimental,Dra. Fontes,documentos pendentes de entrega pelo cliente,,S
302,5214684-96.2020.6.84.9986,2021-12-08,agravo regimental,Dr. Barros,audiência marcada para 04/05/2026,,0
303,6105303-92.2021.4.39.3868,25 de agosto de 2022,petição inicial,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,25/02/2026,não
304,4494463-44.2022.5.80.7542,14/07/20,memoriais,DRA. CAVALCANTE,diligência externa necessária,,
305,1099617-37.2023.9.61.1793,8 de agosto de 2023,sentença,Dr. Barros,audiência marcada para 24/07/26,11/01/26,S
306,9302979-43.2025.9.68.7487,08/02/23,sentença,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,0
307,8588997-88.2020.6.29.5987,02/10/25,intimação,Dr. Barros,juntada de documentos realizada,03/12/2026,
308,1248003-72.2024.2.80.8472,12 de fevereiro de 2025,memoriais,Dra. Cavalcante,aguardando manifestação da parte contrária,11/01/2026,sim
309,6528202-89.2025.3.17.9496,16/01/2021,acordo extrajudicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,
310,4961530-22.2021.4.22.6290,11/10/22,audiência de instrução,Dra Fontes,aguardando manifestação da parte contrária,,N
311,1633270-27.2024.2.52.7034,20/06/2020,habilitação,Dra. Fontes,diligência externa necessária,,S
312,8630644-97.2025.3.28.1296,30/07/22,intimação,Dr. Melo,juntada de documentos realizada,29/06/26,não
313,8183950-10.2021.5.84.9388,30 de setembro de 2021,réplica,Dra Fontes,audiência marcada para 31/05/26,,S
314,6011987-71.2020.8.10.4396,01/11/2019,réplica,dr. melo,audiência marcada para 19 de novembro de 2026,,0
315,7999133-20.2023.7.26.1121,10/07/2024,despacho,Dra Fontes,juntada de documentos realizada,01/02/26,não
316,6260319-38.2024.8.96.1114,17 de fevereiro de 2020,citação,dr. melo,juntada de documentos realizada,2026-02-10,
317,9108785-98.2021.3.78.6687,8 de maio de 2023,contestação,Dr. Melo,prazo para recurso: 23 dias úteis a contar da intimação,,S
318,5850223-43.2020.3.81.3185,28/09/20,citação,Dr. Melo,,,sim
319,6982910-41.2023.8.91.8758,23/10/25,despacho,Dra. Fontes,Prazo fatal: 21/08/2026,,S
320,4090182-95.2021.1.57.7189,15/07/24,despacho,Dr. Barros,juntada de documentos realizada,,1
321,4865461-96.2025.2.64.9143,15/04/20,petição inicial,Dr. Barros,prazo para recurso: 17 dias úteis a contar da intimação,2026-01-07,0
322,7633905-83.2022.9.95.2309,03/04/2023,agravo regimental,Dr. Melo,audiência marcada para 15 de março de 2026,7 de fevereiro de 2026,
323,9060164-41.2020.5.36.2381,20/04/25,laudo pericial,DRA. CAVALCANTE,audiência marcada para 10 de novembro de 2026,,S
324,2100417-68.2021.7.29.9662,27/02/2023,acordo extrajudicial,Dra. Fontes,audiência marcada para 2026-08-07,,sim
325,3542616-60.2022.3.87.6536,03/11/2020,habilitação,Dra. Cavalcante,Prazo fatal: 18/08/26,19/03/2026,sim
326,7141324-67.2025.3.86.3413,02/06/2021,contestação,DRA. CAVALCANTE,diligência externa necessária,17/11/26,1
327,1615190-23.2022.2.42.6238,02/05/22,petição inicial,Dra Fontes,Prazo fatal: 2026-03-09,,N
328,8168054-14.2024.6.50.1232,14/11/2021,recurso de apelação,Dr. Barros,juntada de documentos realizada,,N
329,3401866-56.2021.1.87.5297,2 de outubro de 2023,audiência de instrução,Dra. Cavalcante,juntada de documentos realizada,,sim
330,8168054-14.2024.6.50.1232,2023-08-18,petição inicial,Dr. Melo,audiência marcada para 21/10/26,2026-09-29,S
331,9774395-92.2023.2.75.3192,22/05/2022,réplica,Dr. Melo,,2026-08-13,S
332,9498791-62.2022.6.73.9564,21/07/25,contestação,Dra. Cavalcante,,,não
333,5422047-80.2024.8.62.4364,24 de fevereiro de 2024,despacho,DRA. CAVALCANTE,,,não
334,8827641-36.2022.5.59.8715,20 de fevereiro de 2020,petição inicial,Dra. Fontes,audiência marcada para 21/05/26,,0
335,9992831-61.2022.4.35.1469,13/04/26,réplica,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,N
336,1101935-78.2023.5.88.5299,02/02/21,embargos de declaração,Dra. Fontes,aguardando manifestação da parte contrária,,não
337,2100417-68.2021.7.29.9662,11/07/2025,agravo regimental,Dr. Barros,,,0
338,6267378-50.2021.9.19.9923,2022-10-10,habilitação,Dra Fontes,aguardando manifestação da parte contrária,,não
339,3922248-27.2025.1.42.4047,29/09/22,acordo extrajudicial,Dra Fontes,audiência marcada para 14/10/26,,N
340,5159219-49.2023.5.25.3676,09/09/2024,citação,Dra Fontes,juntada de documentos realizada,,1
341,1557680-16.2021.4.16.4031,2024-02-27,sentença,Dr. Barros,documentos pendentes de entrega pelo cliente,07/05/2026,sim
342,7724543-49.2023.9.44.7412,23/02/24,audiência de instrução,Dr. Barros,aguardando manifestação da parte contrária,21 de julho de 2026,0
343,5518767-82.2023.4.96.9873,2026-03-06,sentença,Dr. Barros,aguardando manifestação da parte contrária,25 de janeiro de 2026,N
344,6101036-60.2022.7.49.3295,11/12/2025,intimação,Dr. Barros,aguardando manifestação da parte contrária,03/05/2026,sim
345,4568537-97.2021.4.82.7633,2022-10-16,agravo regimental,dr. melo,aguardando manifestação da parte contrária,,N
346,5850223-43.2020.3.81.3185,10/06/23,acordo extrajudicial,Dr. Barros,diligência externa necessária,,
347,5492622-29.2021.9.92.7737,8 de janeiro de 2022,intimação,dr. melo,aguardando manifestação da parte contrária,,
348,9252661-70.2020.1.46.1185,26/06/25,embargos de declaração,Dra Fontes,juntada de documentos realizada,,S
349,5747786-52.2023.7.30.3750,28/09/20,réplica,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,0
350,5638123-23.2024.7.30.5009,16/09/22,habilitação,Dr. Melo,prazo para recurso: 8 dias úteis a contar da intimação,,
351,6418382-43.2020.8.63.9133,2021-03-22,habilitação,Dr. Barros,juntada de documentos realizada,,
352,5058333-37.2021.3.98.8848,26/05/2023,recurso de apelação,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,
353,9898363-27.2020.4.89.2966,18/01/24,contestação,Dra. Cavalcante,prazo para recurso: 28 dias úteis a contar da intimação,,
354,8382607-83.2020.6.26.3936,26/10/2024,sentença,Dra. Fontes,prazo para recurso: 29 dias úteis a contar da intimação,,0
355,5518767-82.2023.4.96.9873,07/04/19,laudo pericial,Dra. Fontes,documentos pendentes de entrega pelo cliente,,0
356,2660213-63.2022.6.50.8366,10/02/2022,petição inicial,Dr. Barros,diligência externa necessária,2026-09-27,
357,4016576-41.2022.7.10.6952,21/10/2024,contestação,Dr. Barros,Prazo fatal: 2026-02-17,29 de dezembro de 2026,S
358,9804642-71.2024.4.76.5486,2025-07-17,intimação,Dr. Melo,audiência marcada para 18/06/26,26/03/26,sim
359,2480014-80.2024.2.29.9847,25/04/23,embargos de declaração,Dr. Barros,documentos pendentes de entrega pelo cliente,,
360,3242098-97.2025.4.44.9916,13/10/25,contestação,Dra. Fontes,,,N
361,7320713-89.2022.3.68.7881,12/11/2022,intimação,Dra Fontes,documentos pendentes de entrega pelo cliente,,N
362,9168044-67.2022.1.26.3054,29 de outubro de 2020,memoriais,Dra Fontes,prazo para recurso: 8 dias úteis a contar da intimação,,1
363,5518767-82.2023.4.96.9873,24/11/22,citação,Dr. Barros,aguardando manifestação da parte contrária,,sim
364,5747786-52.2023.7.30.3750,15 de abril de 2024,agravo regimental,Dra. Fontes,juntada de documentos realizada,,sim
365,5826200-20.2025.1.91.8748,6 de março de 2022,petição inicial,Dr. Melo,,,sim
366,1024421-54.2022.9.20.2563,24/03/2025,audiência de instrução,dr. melo,documentos pendentes de entrega pelo cliente,,
367,5747786-52.2023.7.30.3750,2021-09-27,agravo regimental,Dra. Cavalcante,prazo para recurso: 13 dias úteis a contar da intimação,,N
368,4507711-38.2024.2.34.4732,27/04/2024,contestação,Dra. Fontes,audiência marcada para 2026-10-12,2026-02-19,N
369,9108785-98.2021.3.78.6687,10/01/2024,réplica,DRA. CAVALCANTE,,,1
370,6370110-64.2022.3.52.8440,2022-04-23,contestação,Dra. Fontes,Prazo fatal: 16/07/26,,N
371,9686751-57.2022.7.62.3494,14 de abril de 2020,contestação,Dr. Barros,documentos pendentes de entrega pelo cliente,,1
372,3588109-63.2023.1.26.4223,30/04/2022,contestação,Dr. Melo,,,sim
373,5289264-48.2020.4.41.6347,16/12/24,audiência de instrução,dr. melo,prazo para recurso: 22 dias úteis a contar da intimação,,não
374,6425355-10.2021.6.53.2041,7 de março de 2021,despacho,Dra. Cavalcante,diligência externa necessária,,1
375,7243958-65.2020.5.25.5047,17 de fevereiro de 2025,citação,Dra. Fontes,,,sim
376,2753004-76.2021.8.83.9874,2020-04-19,acordo extrajudicial,Dr. Barros,prazo para recurso: 5 dias úteis a contar da intimação,27/08/26,sim
377,9408522-77.2021.3.36.8376,6 de abril de 2019,despacho,Dra. Cavalcante,juntada de documentos realizada,,não
378,9110060-16.2025.2.29.4716,27/10/2021,acordo extrajudicial,Dr. Barros,prazo para recurso: 18 dias úteis a contar da intimação,,S
379,9810112-12.2021.1.97.8847,19/01/2023,sentença,Dra Fontes,aguardando manifestação da parte contrária,,não
380,1664676-19.2021.8.64.4616,25/05/2021,embargos de declaração,Dra Fontes,prazo para recurso: 27 dias úteis a contar da intimação,,sim
381,5518767-82.2023.4.96.9873,03/03/23,intimação,Dr. Barros,prazo para recurso: 10 dias úteis a contar da intimação,,sim
382,9774395-92.2023.2.75.3192,26 de abril de 2022,citação,dr. melo,documentos pendentes de entrega pelo cliente,,sim
383,4314934-26.2021.7.14.7244,5 de fevereiro de 2023,contestação,dr. melo,prazo para recurso: 23 dias úteis a contar da intimação,,N
384,4687348-31.2023.1.92.6907,2025-02-26,memoriais,DRA. CAVALCANTE,prazo para recurso: 15 dias úteis a contar da intimação,,N
385,4507711-38.2024.2.34.4732,04/04/2022,laudo pericial,Dr. Barros,aguardando manifestação da parte contrária,,1
386,4417916-40.2022.7.26.4278,19 de março de 2024,agravo regimental,Dr. Melo,audiência marcada para 2026-04-06,,1
387,4065326-72.2025.8.58.5304,2025-03-05,memoriais,DRA. CAVALCANTE,,,N
388,1185885-59.2023.7.19.8433,2024-04-13,embargos de declaração,Dr. Barros,juntada de documentos realizada,,
389,8220628-15.2021.8.54.9077,2024-07-30,despacho,dr. melo,audiência marcada para 24 de dezembro de 2026,,S
390,1411065-96.2022.9.64.8271,26/01/2019,sentença,Dr. Barros,juntada de documentos realizada,,S
391,2997279-67.2024.9.84.1441,13/09/22,contestação,Dr. Melo,aguardando manifestação da parte contrária,23/04/2026,sim
392,9686751-57.2022.7.62.3494,16 de fevereiro de 2024,agravo regimental,dr. melo,documentos pendentes de entrega pelo cliente,,N
393,2575202-50.2023.1.54.9627,2024-06-02,agravo regimental,Dra. Cavalcante,juntada de documentos realizada,16 de março de 2026,S
394,6096719-87.2023.1.41.6180,16 de junho de 2025,audiência de instrução,Dra. Fontes,Prazo fatal: 03/10/2026,,
395,1024421-54.2022.9.20.2563,02/01/2023,recurso de apelação,Dra. Cavalcante,juntada de documentos realizada,,S
396,4140100-24.2024.4.63.7178,2023-10-09,acordo extrajudicial,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,sim
397,3248366-98.2020.5.11.6279,30/12/2021,intimação,Dra Fontes,aguardando manifestação da parte contrária,,sim
398,4952151-27.2023.3.38.8762,1 de agosto de 2019,contestação,Dr. Barros,diligência externa necessária,07/11/26,1
399,2328070-99.2024.8.57.5561,2025-02-05,despacho,Dr. Barros,aguardando manifestação da parte contrária,2026-06-25,não
400,1438459-62.2020.7.78.3410,03/11/2024,laudo pericial,Dra. Fontes,diligência externa necessária,,0
401,1116024-57.2025.8.16.4043,2022-05-25,sentença,dr. melo,juntada de documentos realizada,26/01/2026,S
402,4134515-43.2021.8.70.4879,14/02/26,memoriais,Dr. Barros,documentos pendentes de entrega pelo cliente,08/12/26,sim
403,5638123-23.2024.7.30.5009,2022-04-03,agravo regimental,DRA. CAVALCANTE,audiência marcada para 13/06/2026,04/07/2026,não
404,2341370-92.2024.9.60.8122,11 de dezembro de 2023,laudo pericial,Dra. Cavalcante,juntada de documentos realizada,2026-01-03,sim
